,Car Name,Brand,Year of Manufacture,Distance Driven,Fuel Type,Transmission Type,EMI,Price
69,Hyundai Creta,Hyundai,2017,"1,25,870 km",Petrol,Manual,"EMI ₹12,457/m*",₹5.60 lakh
70,Tata Tiago,Tata,2016,"52,175 km",CNG,Manual,"EMI ₹9,931/m*",₹2.99 lakh
71,Hyundai Verna,Hyundai,2016,"98,255 km",Petrol,Manual,"EMI ₹10,499/m*",₹4.72 lakh
72,Maruti Celerio,Maruti,2016,"60,116 km",Petrol,Manual,"EMI ₹6,451/m*",₹2.90 lakh
73,Honda City,Honda,2016,"78,233 km",Petrol,Manual,"EMI ₹10,210/m*",₹4.59 lakh
74,Hyundai Creta,Hyundai,2017,"40,310 km",Petrol,Manual,"EMI ₹12,610/m*",₹6.45 lakh
75,Maruti Alto,Maruti,2019,"69,596 km",Petrol,Manual,"EMI ₹4,784/m*",₹2.71 lakh
76,Renault Kwid,Renault,2016,"32,225 km",Petrol,Manual,"EMI ₹4,894/m*",₹2.20 lakh
77,Hyundai Grand i10,Hyundai,2016,"80,233 km",Petrol,Manual,"EMI ₹6,206/m*",₹2.79 lakh
78,Honda Amaze,Honda,2015,"45,099 km",Petrol,Manual,"EMI ₹8,822/m*",₹3.35 lakh
79,Renault Kwid,Renault,2018,"40,536 km",Petrol,Manual,"EMI ₹4,501/m*",₹2.55 lakh
80,Ford FREESTYLE,Ford,2019,"92,867 km",Petrol,Manual,"EMI ₹6,902/m*",₹3.91 lakh
81,Maruti Alto 800,Maruti,2018,"47,656 km",Petrol,Manual,"EMI ₹4,565/m*",₹2.59 lakh
82,Hyundai Elite i20,Hyundai,2015,"68,266 km",Petrol,Manual,"EMI ₹10,861/m*",₹4.12 lakh
83,Hyundai Verna,Hyundai,2020,"82,278 km",Petrol,Auto,"EMI ₹13,869/m*",₹8.10 lakh
84,Hyundai Grand i10,Hyundai,2013,"28,268 km",Petrol,Manual,"EMI ₹12,242/m*",₹2.60 lakh
85,Ford FREESTYLE,Ford,2019,"1,34,993 km",Diesel,Manual,"EMI ₹9,788/m*",₹4.40 lakh
86,Hyundai Xcent,Hyundai,2015,"66,939 km",Petrol,Manual,"EMI ₹7,612/m*",₹2.89 lakh
87,Honda Jazz,Honda,2017,"1,24,203 km",Petrol,Manual,"EMI ₹9,276/m*",₹4.17 lakh
88,Hyundai NEW SANTRO,Hyundai,2018,"94,399 km",Petrol,Manual,"EMI ₹4,855/m*",₹2.75 lakh
89,Datsun Redi Go,Datsun,2019,"15,962 km",Petrol,Auto,"EMI ₹3,760/m*",₹2.13 lakh
90,Nissan Micra Active,Nissan,2013,"1,36,687 km",Petrol,Manual,"EMI ₹7,532/m*",₹1.60 lakh
91,Hyundai i20,Hyundai,2012,"44,196 km",Diesel,Manual,"EMI ₹7,532/m*",₹2.99 lakh
92,Hyundai Creta,Hyundai,2016,"92,737 km",Petrol,Auto,"EMI ₹13,887/m*",₹6.24 lakh
93,Hyundai i20,Hyundai,2012,"99,234 km",Petrol,Auto,"EMI ₹26,299/m*",₹2.96 lakh
94,Hyundai Grand i10,Hyundai,2013,"75,139 km",Petrol,Manual,"EMI ₹12,192/m*",₹2.59 lakh
95,Honda Amaze,Honda,2016,"63,272 km",Petrol,Manual,"EMI ₹7,852/m*",₹3.53 lakh
96,Hyundai Xcent,Hyundai,2014,"94,095 km",Petrol,Manual,"EMI ₹7,573/m*",₹2.28 lakh
97,Maruti Swift,Maruti,2015,"1,19,459 km",Petrol,Manual,"EMI ₹10,507/m*",₹3.99 lakh
98,Hyundai Elite i20,Hyundai,2015,"1,02,603 km",Diesel,Manual,"EMI ₹15,279/m*",₹4.60 lakh
99,Honda City,Honda,2016,"1,42,290 km",Petrol,Auto,"EMI ₹11,148/m*",₹5.01 lakh
100,Renault Duster,Renault,2014,"76,863 km",Diesel,Manual,"EMI ₹17,935/m*",₹3.81 lakh
101,Renault Kwid,Renault,2019,"44,759 km",Petrol,Manual,"EMI ₹4,378/m*",₹2.48 lakh
102,Datsun Redi Go,Datsun,2018,"49,683 km",Petrol,Auto,"EMI ₹3,548/m*",₹2.01 lakh
103,MG HECTOR PLUS,MG,2020,"42,482 km",Petrol,Manual,"EMI ₹17,739/m*",₹10.36 lakh
104,Honda Jazz,Honda,2015,"1,20,297 km",Petrol,Manual,"EMI ₹9,090/m*",₹3.45 lakh
105,Volkswagen Vento,Volkswagen,2019,"83,459 km",Diesel,Auto,"EMI ₹14,887/m*",₹8.69 lakh
106,Nissan MAGNITE,Nissan,2022,"55,862 km",Petrol,Manual,"EMI ₹9,921/m*",₹5.62 lakh
107,Hyundai Grand i10,Hyundai,2017,"46,076 km",Petrol,Manual,"EMI ₹6,843/m*",₹3.50 lakh
108,Hyundai Grand i10,Hyundai,2016,"1,04,348 km",Petrol,Auto,"EMI ₹6,495/m*",₹2.92 lakh
109,Mahindra XUV500,Mahindra,2019,"1,74,015 km",Diesel,Auto,"EMI ₹19,025/m*",₹8.75 lakh
110,Nissan Micra,Nissan,2014,"80,097 km",Petrol,Auto,"EMI ₹10,396/m*",₹3.13 lakh
111,KIA SELTOS,KIA,2023,"14,176 km",Petrol,Auto,"EMI ₹28,218/m*",₹16.48 lakh
112,Volkswagen TAIGUN,Volkswagen,2022,"28,294 km",Petrol,Manual,"EMI ₹15,068/m*",₹8.80 lakh
113,Mahindra KUV 100 NXT,Mahindra,2018,"59,522 km",Petrol,Manual,"EMI ₹5,261/m*",₹2.98 lakh
114,Renault Kwid,Renault,2016,"39,248 km",Petrol,Manual,"EMI ₹5,072/m*",₹2.28 lakh
115,Maruti Alto K10,Maruti,2013,"62,963 km",Petrol,Manual,"EMI ₹9,415/m*",₹2.00 lakh
116,Jeep Compass,Jeep,2017,"1,01,324 km",Diesel,Manual,"EMI ₹21,612/m*",₹9.94 lakh
117,Renault Kwid,Renault,2016,"95,485 km",Petrol,Manual,"EMI ₹3,337/m*",₹1.50 lakh
118,Hyundai Verna,Hyundai,2018,"46,380 km",Petrol,Manual,"EMI ₹12,092/m*",₹6.85 lakh
119,Renault Kwid,Renault,2017,"49,967 km",Petrol,Manual,"EMI ₹4,888/m*",₹2.50 lakh
120,Honda Amaze,Honda,2015,"1,51,292 km",Petrol,Manual,"EMI ₹8,479/m*",₹3.22 lakh
121,Honda City,Honda,2012,"1,47,979 km",Petrol,Manual,"EMI ₹25,233/m*",₹2.84 lakh
122,Maruti Alto,Maruti,2011,"78,161 km",Petrol,Manual,"EMI ₹25,233/m*",₹1.23 lakh
123,Hyundai Eon,Hyundai,2014,"73,729 km",Petrol,Manual,"EMI ₹5,148/m*",₹1.55 lakh
124,Hyundai Grand i10,Hyundai,2014,"70,416 km",Petrol,Manual,"EMI ₹7,174/m*",₹2.16 lakh
125,Hyundai Elite i20,Hyundai,2018,"57,748 km",Petrol,Manual,"EMI ₹8,544/m*",₹4.84 lakh
126,Tata Tiago,Tata,2018,"57,255 km",Petrol,Manual,"EMI ₹5,296/m*",₹3.00 lakh
127,Maruti Wagon R 1.0,Maruti,2011,"74,123 km",Petrol,Manual,"EMI ₹5,296/m*",₹2.20 lakh
128,Maruti Swift,Maruti,2019,"73,395 km",Petrol,Manual,"EMI ₹7,591/m*",₹4.30 lakh
129,Hyundai Creta,Hyundai,2017,"76,336 km",Diesel,Manual,"EMI ₹11,345/m*",₹5.10 lakh
130,Tata Tiago,Tata,2018,"81,972 km",Petrol,Auto,"EMI ₹5,472/m*",₹3.10 lakh
131,Tata Bolt,Tata,2015,"80,763 km",Petrol,Manual,"EMI ₹4,766/m*",₹1.81 lakh
132,Hyundai Xcent,Hyundai,2014,"1,07,328 km",Petrol,Manual,"EMI ₹9,632/m*",₹2.90 lakh
133,Chevrolet Sail UVA,Chevrolet,2013,"40,000 km",Diesel,Manual,"EMI ₹9,151/m*",₹1.03 lakh
134,Maruti Celerio,Maruti,2016,"35,557 km",Petrol,Manual,"EMI ₹6,228/m*",₹2.80 lakh
135,Maruti IGNIS,Maruti,2019,"1,41,300 km",Petrol,Auto,"EMI ₹9,276/m*",₹4.17 lakh
136,Maruti Celerio,Maruti,2018,"19,523 km",Petrol,Manual,"EMI ₹6,779/m*",₹3.84 lakh
137,Volkswagen Polo,Volkswagen,2011,"71,774 km",Petrol,Manual,"EMI ₹6,779/m*",₹1.86 lakh
138,Maruti Swift Dzire,Maruti,2016,"78,869 km",Petrol,Manual,"EMI ₹8,008/m*",₹3.60 lakh
139,Maruti Ritz,Maruti,2012,"1,08,727 km",Diesel,Manual,"EMI ₹8,008/m*",₹2.28 lakh
140,Renault Kwid,Renault,2018,"59,290 km",Petrol,Auto,"EMI ₹5,437/m*",₹3.08 lakh
141,Mahindra Kuv100,Mahindra,2016,"45,081 km",Petrol,Manual,"EMI ₹5,205/m*",₹2.34 lakh
142,Maruti Alto K10,Maruti,2011,"67,736 km",Petrol,Manual,"EMI ₹5,205/m*",₹1.16 lakh
143,Ford Figo,Ford,2012,"59,781 km",Petrol,Manual,"EMI ₹12,439/m*",₹1.40 lakh
144,Maruti Alto,Maruti,2020,"29,283 km",Petrol,Manual,"EMI ₹5,719/m*",₹3.24 lakh
145,Maruti Baleno,Maruti,2023,"1,24,492 km",Petrol,Manual,"EMI ₹14,459/m*",₹6.50 lakh
146,Maruti Swift,Maruti,2013,"1,04,732 km",Petrol,Manual,"EMI ₹14,075/m*",₹2.99 lakh
147,Maruti Alto K10,Maruti,2018,"23,949 km",Petrol,Manual,"EMI ₹4,572/m*",₹2.59 lakh
148,Ford Figo,Ford,2011,"60,989 km",Petrol,Manual,"EMI ₹4,572/m*",₹0.98 lakh
149,Ford Fiesta,Ford,2011,"1,13,405 km",Diesel,Manual,"EMI ₹4,572/m*",₹0.94 lakh
150,Tata Tiago,Tata,2016,"1,21,398 km",Petrol,Manual,"EMI ₹5,561/m*",₹2.50 lakh
151,Maruti Ciaz,Maruti,2015,"35,810 km",Petrol,Manual,"EMI ₹13,694/m*",₹5.20 lakh
152,Maruti Swift Dzire,Maruti,2013,"1,01,816 km",Petrol,Manual,"EMI ₹13,840/m*",₹2.94 lakh
153,Jeep Compass,Jeep,2017,"88,121 km",Petrol,Auto,"EMI ₹15,210/m*",₹7.78 lakh
154,Volkswagen Ameo,Volkswagen,2016,"64,731 km",Petrol,Manual,"EMI ₹8,164/m*",₹3.67 lakh
155,Hyundai New Elantra,Hyundai,2013,"1,06,475 km",Petrol,Manual,"EMI ₹14,404/m*",₹3.06 lakh
156,Volkswagen Vento,Volkswagen,2015,"1,32,193 km",Diesel,Manual,"EMI ₹10,562/m*",₹3.18 lakh
157,Renault Duster,Renault,2015,"1,38,431 km",Diesel,Manual,"EMI ₹10,629/m*",₹3.20 lakh
158,Renault Kwid,Renault,2019,"46,337 km",Petrol,Auto,"EMI ₹5,137/m*",₹2.91 lakh
159,Hyundai i20,Hyundai,2010,"1,00,000 km",Petrol,Manual,"EMI ₹5,137/m*",₹0.88 lakh
160,Maruti S PRESSO,Maruti,2024,"11,703 km",Petrol,Auto,"EMI ₹9,515/m*",₹5.39 lakh
161,Maruti Alto K10,Maruti,2012,"79,677 km",Petrol,Manual,"EMI ₹14,660/m*",₹1.65 lakh
162,Tata NEXON,Tata,2019,"21,018 km",Petrol,Auto,"EMI ₹12,992/m*",₹7.36 lakh
163,KIA CARENS,KIA,2022,"31,154 km",Petrol,Auto,"EMI ₹20,119/m*",₹11.75 lakh
164,Honda City,Honda,2017,"98,111 km",Petrol,Manual,"EMI ₹11,711/m*",₹5.99 lakh
165,Ford Figo,Ford,2011,"82,190 km",Diesel,Manual,"EMI ₹11,711/m*",₹0.82 lakh
166,Ford Ecosport,Ford,2020,"63,889 km",Diesel,Manual,"EMI ₹13,698/m*",₹8.00 lakh
167,Tata PUNCH,Tata,2024,"24,619 km",Petrol,Auto,"EMI ₹11,810/m*",₹6.69 lakh
168,Hyundai i20 Active,Hyundai,2015,"1,53,916 km",Diesel,Manual,"EMI ₹12,954/m*",₹3.90 lakh
169,Mahindra Xylo,Mahindra,2011,"2,59,765 km",Diesel,Manual,"EMI ₹12,954/m*",₹1.60 lakh
170,Hyundai Creta,Hyundai,2017,"62,437 km",Petrol,Manual,"EMI ₹15,249/m*",₹7.80 lakh
171,Renault Kiger,Renault,2022,"18,246 km",Petrol,Auto,"EMI ₹10,503/m*",₹5.95 lakh
172,Maruti Wagon R 1.0,Maruti,2018,"10,176 km",Petrol,Auto,"EMI ₹7,855/m*",₹4.45 lakh
173,Volkswagen Polo,Volkswagen,2016,"92,006 km",Petrol,Manual,"EMI ₹11,434/m*",₹5.14 lakh
174,Toyota Etios Liva,Toyota,2013,"1,65,985 km",Petrol,Manual,"EMI ₹16,146/m*",₹3.43 lakh
175,Tata Indica Vista,Tata,2011,"1,18,634 km",Diesel,Manual,"EMI ₹16,146/m*",₹0.80 lakh
176,Nissan Micra,Nissan,2011,"1,12,201 km",Petrol,Manual,"EMI ₹16,146/m*",₹1.41 lakh
177,Ford Ecosport,Ford,2014,"1,01,061 km",Petrol,Manual,"EMI ₹15,677/m*",₹4.72 lakh
178,Mahindra XUV500,Mahindra,2017,"71,847 km",Diesel,Auto,"EMI ₹20,177/m*",₹9.28 lakh
179,Hyundai Verna,Hyundai,2018,"13,347 km",Petrol,Auto,"EMI ₹14,931/m*",₹8.72 lakh
180,Tata TIGOR,Tata,2018,"84,622 km",Petrol,Manual,"EMI ₹6,178/m*",₹3.50 lakh
181,Hyundai Grand i10,Hyundai,2018,"28,499 km",Petrol,Auto,"EMI ₹8,898/m*",₹4.00 lakh
182,Honda City,Honda,2016,"61,122 km",Petrol,Manual,"EMI ₹10,344/m*",₹4.65 lakh
183,Hyundai Creta,Hyundai,2021,"56,030 km",Petrol,Auto,"EMI ₹23,115/m*",₹13.50 lakh
184,Tata NEXON,Tata,2024,"8,468 km",Petrol,Auto,"EMI ₹18,835/m*",₹11.00 lakh
185,Tata Tiago,Tata,2019,"55,549 km",Petrol,Manual,"EMI ₹5,825/m*",₹3.30 lakh
186,Honda Amaze,Honda,2015,"37,110 km",Petrol,Manual,"EMI ₹9,217/m*",₹3.50 lakh
187,Maruti BREZZA,Maruti,2022,"39,785 km",Petrol,Manual,"EMI ₹13,903/m*",₹8.12 lakh
188,Nissan Kicks,Nissan,2020,"87,138 km",Petrol,Manual,"EMI ₹14,280/m*",₹8.34 lakh
189,Volkswagen Ameo,Volkswagen,2017,"1,84,000 km",Diesel,Manual,"EMI ₹7,875/m*",₹3.54 lakh
190,Hyundai i20,Hyundai,2012,"64,405 km",Petrol,Auto,"EMI ₹22,745/m*",₹2.56 lakh
191,Honda City,Honda,2016,"82,042 km",Petrol,Manual,"EMI ₹10,855/m*",₹4.88 lakh
192,Maruti Dzire,Maruti,2018,"68,459 km",Petrol,Manual,"EMI ₹8,844/m*",₹5.01 lakh
193,Honda City,Honda,2015,"1,97,153 km",Petrol,Manual,"EMI ₹13,272/m*",₹5.04 lakh
194,Ford Ecosport,Ford,2019,"76,033 km",Petrol,Auto,"EMI ₹11,704/m*",₹6.63 lakh
195,Maruti Baleno,Maruti,2018,"30,720 km",Petrol,Manual,"EMI ₹11,086/m*",₹6.28 lakh
196,Maruti Baleno,Maruti,2017,"98,442 km",Petrol,Manual,"EMI ₹9,775/m*",₹5.00 lakh
197,Hyundai Elite i20,Hyundai,2014,"91,117 km",Petrol,Manual,"EMI ₹11,226/m*",₹3.38 lakh
198,Jeep Compass,Jeep,2021,"51,043 km",Petrol,Auto,"EMI ₹27,293/m*",₹15.94 lakh
199,Maruti Ertiga,Maruti,2021,"94,200 km",Petrol,Manual,"EMI ₹15,838/m*",₹9.25 lakh
200,Hyundai Verna,Hyundai,2015,"63,668 km",Petrol,Manual,"EMI ₹12,140/m*",₹4.61 lakh
201,Maruti Grand Vitara,Maruti,2023,"59,767 km",Petrol,Manual,"EMI ₹20,752/m*",₹12.12 lakh
202,Maruti Celerio,Maruti,2016,"25,291 km",Petrol,Auto,"EMI ₹8,898/m*",₹4.00 lakh
203,Honda Amaze,Honda,2020,"63,983 km",Petrol,Auto,"EMI ₹11,580/m*",₹6.56 lakh
204,Tata Tiago,Tata,2021,"64,410 km",Petrol,Auto,"EMI ₹8,720/m*",₹4.94 lakh
205,Tata ALTROZ,Tata,2022,"6,450 km",Petrol,Auto,"EMI ₹13,504/m*",₹7.65 lakh
206,Volkswagen VIRTUS,Volkswagen,2022,"83,467 km",Petrol,Auto,"EMI ₹16,951/m*",₹9.90 lakh
207,Maruti Grand Vitara,Maruti,2022,"20,534 km",Petrol,Manual,"EMI ₹22,345/m*",₹13.05 lakh
208,Jeep Compass,Jeep,2018,"1,24,041 km",Diesel,Manual,"EMI ₹19,916/m*",₹9.16 lakh
209,Ford Ecosport,Ford,2014,"1,17,196 km",Petrol,Auto,"EMI ₹14,581/m*",₹4.39 lakh
210,Honda Amaze,Honda,2023,"11,033 km",Petrol,Manual,"EMI ₹12,692/m*",₹7.19 lakh
211,Ford Ecosport,Ford,2018,"1,19,626 km",Diesel,Manual,"EMI ₹16,327/m*",₹7.34 lakh
212,Renault Duster,Renault,2019,"26,190 km",Petrol,Auto,"EMI ₹12,798/m*",₹7.25 lakh
213,Jeep Compass,Jeep,2019,"68,000 km",Diesel,Auto,"EMI ₹25,684/m*",₹15.00 lakh
214,MG HECTOR,MG,2021,"43,852 km",Petrol,Auto,"EMI ₹20,461/m*",₹11.95 lakh
215,Maruti Celerio X,Maruti,2019,"30,124 km",Petrol,Auto,"EMI ₹8,156/m*",₹4.62 lakh
216,KIA SELTOS,KIA,2022,"32,593 km",Petrol,Manual,"EMI ₹18,355/m*",₹10.72 lakh
217,Tata Tiago,Tata,2023,"22,685 km",Petrol,Auto,"EMI ₹10,388/m*",₹5.88 lakh
218,Hyundai i20 Active,Hyundai,2015,"37,579 km",Petrol,Manual,"EMI ₹11,929/m*",₹4.53 lakh
219,Mercedes Benz E Class,Mercedes,2014,"87,750 km",Diesel,Auto,"EMI ₹76,623/m*",₹16.44 lakh
220,KIA SELTOS,KIA,2021,"37,671 km",Petrol,Manual,"EMI ₹17,122/m*",₹10.00 lakh
221,Mahindra XUV700,Mahindra,2022,"86,282 km",Diesel,Auto,"EMI ₹33,817/m*",₹19.75 lakh
222,Honda Amaze,Honda,2021,"58,749 km",Petrol,Auto,"EMI ₹12,886/m*",₹7.30 lakh
223,Hyundai Creta,Hyundai,2018,"82,444 km",Diesel,Auto,"EMI ₹20,557/m*",₹10.80 lakh
224,KIA SELTOS,KIA,2020,"95,037 km",Petrol,Manual,"EMI ₹17,619/m*",₹10.29 lakh
225,Hyundai Creta,Hyundai,2019,"2,19,249 km",Diesel,Manual,"EMI ₹15,838/m*",₹7.12 lakh
226,Tata Tiago,Tata,2020,"32,756 km",Petrol,Auto,"EMI ₹8,738/m*",₹4.95 lakh
227,KIA SONET,KIA,2022,"70,529 km",Diesel,Auto,"EMI ₹19,348/m*",₹11.30 lakh
228,Hyundai Creta,Hyundai,2020,"74,684 km",Petrol,Auto,"EMI ₹22,499/m*",₹13.14 lakh
229,Landrover DISCOVERY SPORT,Landrover,2017,"89,171 km",Diesel,Auto,"EMI ₹38,593/m*",₹17.75 lakh
230,Mercedes Benz C Class,Mercedes,2016,"59,573 km",Diesel,Auto,"EMI ₹50,270/m*",₹19.45 lakh
231,Maruti Celerio,Maruti,2024,"6,544 km",Petrol,Auto,"EMI ₹12,127/m*",₹6.87 lakh
232,Tata NEXON EV,Tata,2021,"39,267 km",Electric,Auto,"EMI ₹13,955/m*",₹8.15 lakh
